,test_data_pct,learning_rate,bert_type,epochs,batch_size,max_len,device,data_file,timestamp,training duration,initial train,initial test,final train,final test,Epoch 1 Train,Epoch 1 Test,Epoch 2 Train,Epoch 2 Test,Epoch 3 Train,Epoch 3 Test,Epoch 4 Train,Epoch 4 Test,Epoch 5 Train,Epoch 5 Test,Epoch 6 Train,Epoch 6 Test,Epoch 7 Train,Epoch 7 Test,Epoch 8 Train,Epoch 8 Test,Epoch 9 Train,Epoch 9 Test,Epoch 10 Train,Epoch 10 Test,Epoch 11 Train,Epoch 11 Test,Epoch 12 Train,Epoch 12 Test,Epoch 13 Train,Epoch 13 Test,Epoch 14 Train,Epoch 14 Test,Epoch 15 Train,Epoch 15 Test,initial train precision,initial train recall,initial train f1-score,initial train support,initial train accuracy,initial train perplexity,initial test precision,initial test recall,initial test f1-score,initial test support,initial test accuracy,initial test perplexity,Epoch 0 precision,Epoch 0 recall,Epoch 0 f1-score,Epoch 0 support,Epoch 0 accuracy,Epoch 0 perplexity,Epoch 1 precision,Epoch 1 recall,Epoch 1 f1-score,Epoch 1 support,Epoch 1 accuracy,Epoch 1 perplexity,Epoch 2 precision,Epoch 2 recall,Epoch 2 f1-score,Epoch 2 support,Epoch 2 accuracy,Epoch 2 perplexity,Epoch 3 precision,Epoch 3 recall,Epoch 3 f1-score,Epoch 3 support,Epoch 3 accuracy,Epoch 3 perplexity,Epoch 4 precision,Epoch 4 recall,Epoch 4 f1-score,Epoch 4 support,Epoch 4 accuracy,Epoch 4 perplexity,Epoch 5 precision,Epoch 5 recall,Epoch 5 f1-score,Epoch 5 support,Epoch 5 accuracy,Epoch 5 perplexity,Epoch 6 precision,Epoch 6 recall,Epoch 6 f1-score,Epoch 6 support,Epoch 6 accuracy,Epoch 6 perplexity,Epoch 7 precision,Epoch 7 recall,Epoch 7 f1-score,Epoch 7 support,Epoch 7 accuracy,Epoch 7 perplexity,Epoch 8 precision,Epoch 8 recall,Epoch 8 f1-score,Epoch 8 support,Epoch 8 accuracy,Epoch 8 perplexity,initial train train  precision,initial train train  recall,initial train train  f1-score,initial train train  support,initial train train  accuracy,initial train train  perplexity,initial test test  precision,initial test test  recall,initial test test  f1-score,initial test test  support,initial test test  accuracy,initial test test  perplexity,Epoch 0 train  precision,Epoch 0 train  recall,Epoch 0 train  f1-score,Epoch 0 train  support,Epoch 0 train  accuracy,Epoch 0 train  perplexity,Epoch 1 train  precision,Epoch 1 train  recall,Epoch 1 train  f1-score,Epoch 1 train  support,Epoch 1 train  accuracy,Epoch 1 train  perplexity,Epoch 2 train  precision,Epoch 2 train  recall,Epoch 2 train  f1-score,Epoch 2 train  support,Epoch 2 train  accuracy,Epoch 2 train  perplexity,Epoch 3 train  precision,Epoch 3 train  recall,Epoch 3 train  f1-score,Epoch 3 train  support,Epoch 3 train  accuracy,Epoch 3 train  perplexity,Epoch 4 train  precision,Epoch 4 train  recall,Epoch 4 train  f1-score,Epoch 4 train  support,Epoch 4 train  accuracy,Epoch 4 train  perplexity,Epoch 5 train  precision,Epoch 5 train  recall,Epoch 5 train  f1-score,Epoch 5 train  support,Epoch 5 train  accuracy,Epoch 5 train  perplexity,Epoch 6 train  precision,Epoch 6 train  recall,Epoch 6 train  f1-score,Epoch 6 train  support,Epoch 6 train  accuracy,Epoch 6 train  perplexity,Epoch 7 train  precision,Epoch 7 train  recall,Epoch 7 train  f1-score,Epoch 7 train  support,Epoch 7 train  accuracy,Epoch 7 train  perplexity,Epoch 8 train  precision,Epoch 8 train  recall,Epoch 8 train  f1-score,Epoch 8 train  support,Epoch 8 train  accuracy,Epoch 8 train  perplexity
20,0.2,0.0001,tinybert,9,128,150,dereks_desktop,shuffled_data.csv,1690356706_6546524,2:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4622641509433962,0.6261980830670927,0.5318860244233378,313.0,0.4609375,1.0291210412979126,0.4495192307692308,0.603225806451613,0.5151515151515151,310.0,0.45,1.0305821895599363,0.9440993788819876,0.9806451612903224,0.9620253164556962,310.0,0.9625,0.0888315066695213,0.9769736842105264,0.9580645161290322,0.9674267100977196,310.0,0.96875,0.0491876788437366,0.9930313588850174,0.9193548387096774,0.9547738693467336,310.0,0.9578125,0.0335268266499042,0.9802631578947368,0.9612903225806452,0.970684039087948,310.0,0.971875,0.0224629733711481,0.9737704918032788,0.9580645161290322,0.9658536585365854,310.0,0.9671875,0.0169222187250852,0.9676375404530744,0.964516129032258,0.9660743134087236,310.0,0.9671875,0.0159629173576831,0.964630225080386,0.967741935483871,0.966183574879227,310.0,0.9671875,0.0156652405858039,0.9802631578947368,0.9612903225806452,0.970684039087948,310.0,0.971875,0.0107035329565405,0.9705882352941176,0.9580645161290322,0.9642857142857142,310.0,0.965625,0.0100966226309537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.2,0.001,tinybert,9,128,150,dereks_desktop,shuffled_data.csv,1690368628_5660577,3:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4705882352941176,0.0255591054313099,0.0484848484848484,313.0,0.509375,0.8875782489776611,0.3571428571428571,0.0151975683890577,0.0291545189504373,329.0,0.4796875,0.8916248679161072,0.9176136363636364,0.9817629179331308,0.948604992657856,329.0,0.9453125,0.0678147226572036,0.9364161849710982,0.9848024316109424,0.96,329.0,0.9578125,0.0406588390469551,0.9230769230769232,0.9848024316109424,0.9529411764705884,329.0,0.95,0.0389153398573398,0.9900662251655628,0.9088145896656536,0.94770206022187,329.0,0.9484375,0.0318222716450691,0.9602446483180428,0.9544072948328268,0.9573170731707316,329.0,0.95625,0.0162031892687082,0.9607250755287008,0.9665653495440728,0.9636363636363636,329.0,0.9625,0.0146809192374348,0.981651376146789,0.9756838905775076,0.978658536585366,329.0,0.978125,0.0161123760044574,0.9779874213836478,0.945288753799392,0.9613601236476044,329.0,0.9609375,0.0121016912162303,0.980327868852459,0.9088145896656536,0.943217665615142,329.0,0.94375,0.0192535892128944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.2,1e-05,tinybert,9,128,150,dereks_desktop,shuffled_data.csv,1690379035_0579755,2:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5102040816326531,0.0778816199376947,0.1351351351351351,321.0,0.5,1.0826115608215332,0.5555555555555556,0.06006006006006,0.1084010840108401,333.0,0.4859375,1.086713433265686,0.9526813880126184,0.9069069069069068,0.9292307692307692,333.0,0.928125,0.2159342169761657,0.96,0.9369369369369368,0.9483282674772036,333.0,0.946875,0.1256961822509765,0.9580838323353292,0.960960960960961,0.95952023988006,333.0,0.9578125,0.0901551395654678,0.952802359882006,0.96996996996997,0.9613095238095238,333.0,0.959375,0.0726393386721611,0.9473684210526316,0.972972972972973,0.96,333.0,0.9578125,0.0616540424525737,0.9470588235294116,0.9669669669669668,0.9569093610698364,333.0,0.9546875,0.052463486790657,0.9497041420118344,0.963963963963964,0.9567809239940388,333.0,0.9546875,0.0457075797021389,0.9635258358662614,0.951951951951952,0.9577039274924471,333.0,0.95625,0.0420298352837562,0.9752321981424148,0.945945945945946,0.9603658536585366,333.0,0.959375,0.0399451926350593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.2,0.0001,tinybert,9,64,150,dereks_desktop,shuffled_data.csv,1690389897_738117,3:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5388127853881278,0.7329192546583851,0.6210526315789474,161.0,0.55,0.927470564842224,0.5747663551401869,0.7735849056603774,0.6595174262734584,159.0,0.603125,0.9303269982337952,0.9634146341463414,0.9937106918238994,0.978328173374613,159.0,0.978125,0.0729333758354187,0.951219512195122,0.981132075471698,0.9659442724458204,159.0,0.965625,0.0323379822075367,0.9931506849315068,0.9119496855345912,0.9508196721311476,159.0,0.953125,0.0245809480547904,1.0,0.8805031446540881,0.9364548494983278,159.0,0.940625,0.0191657021641731,0.9454545454545454,0.981132075471698,0.9629629629629628,159.0,0.9625,0.0136264897882938,0.9806451612903224,0.9559748427672956,0.968152866242038,159.0,0.96875,0.0103343017399311,0.987012987012987,0.9559748427672956,0.9712460063897764,159.0,0.971875,0.0114916730672121,0.9863945578231292,0.9119496855345912,0.9477124183006536,159.0,0.95,0.0109933037310838,0.9802631578947368,0.9371069182389936,0.9581993569131834,159.0,0.959375,0.0090464977547526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.2,0.0001,tinybert,9,128,150,dereks_desktop,shuffled_data.csv,1690405738_8171802,2:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4769539078156312,0.7484276729559748,0.5826193390452876,318.0,0.4671875,1.147009015083313,0.5257936507936508,0.7658959537572254,0.6235294117647059,346.0,0.5,1.1409417390823364,0.957983193277311,0.9884393063583816,0.972972972972973,346.0,0.9703125,0.0862578526139259,0.9908814589665652,0.9421965317919077,0.965925925925926,346.0,0.9640625,0.051849614828825,0.9551820728291316,0.9855491329479767,0.9701280227596016,346.0,0.9671875,0.0302997324615716,0.9768115942028984,0.9739884393063584,0.975397973950796,346.0,0.9734375,0.0275105908513069,0.993103448275862,0.8323699421965318,0.9056603773584906,346.0,0.90625,0.0556260123848915,0.9821958456973294,0.9566473988439308,0.9692532942898976,346.0,0.9671875,0.0136566264554858,0.9793510324483776,0.9595375722543352,0.9693430656934308,346.0,0.9671875,0.0106379874050617,0.9909365558912386,0.9479768786127168,0.968980797636632,346.0,0.9671875,0.0098209762945771,0.979591836734694,0.9710982658959536,0.9753265602322206,346.0,0.9734375,0.0095342798158526
25,0.2,0.001,tinybert,9,128,150,dereks_desktop,shuffled_data.csv,1690424076_0647514,2:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4914675767918088,0.9142857142857144,0.639289678135405,315.0,0.4921875,0.9567908644676208,0.5142857142857142,0.9300911854103344,0.6623376623376623,329.0,0.5125000000000001,0.9559016227722168,0.955621301775148,0.9817629179331308,0.9685157421289357,329.0,0.9671875,0.0789024382829666,0.968847352024922,0.945288753799392,0.9569230769230768,329.0,0.95625,0.0401535555720329,0.971875,0.945288753799392,0.9583975346687212,329.0,0.9578125,0.0328848510980606,0.968944099378882,0.9483282674772036,0.95852534562212,329.0,0.9578125,0.0323987938463687,0.9147727272727272,0.9787234042553192,0.9456681350954478,329.0,0.9421875,0.0304496679455041,0.948948948948949,0.96048632218845,0.9546827794561932,329.0,0.953125,0.0336177162826061,0.9902912621359224,0.9300911854103344,0.9592476489028212,329.0,0.959375,0.0304107908159494,0.9548192771084336,0.9635258358662614,0.9591527987897126,329.0,0.9578125,0.0203150790184736,0.9746031746031746,0.933130699088146,0.953416149068323,329.0,0.953125,0.0149098131805658
26,0.2,1e-05,tinybert,9,128,150,dereks_desktop,shuffled_data.csv,1690435200_574649,2:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,336.0,0.475,1.0918599367141724,0.0,0.0,0.0,326.0,0.490625,1.0903223752975464,0.98371335504886,0.9263803680981596,0.9541864139020536,326.0,0.9546875,0.2168190479278564,0.984375,0.9662576687116564,0.9752321981424148,326.0,0.975,0.1343847215175628,0.9814814814814816,0.9754601226993864,0.9784615384615384,326.0,0.978125,0.097692459821701,0.9724770642201837,0.9754601226993864,0.9739663093415007,326.0,0.9734375,0.0750922113656997,0.966867469879518,0.9846625766871164,0.9756838905775076,326.0,0.975,0.0605266205966472,0.9497041420118344,0.9846625766871164,0.966867469879518,326.0,0.965625,0.0512601993978023,0.9525222551928784,0.9846625766871164,0.9683257918552036,326.0,0.9671875,0.0426221117377281,0.981132075471698,0.9570552147239264,0.968944099378882,326.0,0.96875,0.0353730507194995,0.9810725552050472,0.9539877300613496,0.9673405909797822,326.0,0.9671875,0.0276908241212368
27,0.2,0.0001,tinybert,9,64,150,dereks_desktop,shuffled_data.csv,1690445632_3724198,2:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515625,1.0,0.6804123711340206,165.0,0.515625,0.9075169563293456,0.5015673981191222,1.0,0.6680584551148225,160.0,0.503125,0.9181394577026368,0.9132947976878611,0.9875,0.948948948948949,160.0,0.946875,0.0723054632544517,0.9873417721518988,0.975,0.981132075471698,160.0,0.98125,0.0315763838589191,0.9873417721518988,0.975,0.981132075471698,160.0,0.98125,0.0223369523882865,0.9869281045751634,0.94375,0.9648562300319488,160.0,0.965625,0.0203879475593566,0.993006993006993,0.8875,0.9372937293729372,160.0,0.940625,0.020697709172964,0.9935064935064936,0.95625,0.9745222929936306,160.0,0.975,0.0143862795084714,0.9751552795031057,0.98125,0.9781931464174456,160.0,0.978125,0.0124755622819066,0.9872611464968152,0.96875,0.9779179810725552,160.0,0.978125,0.0106271570548415,0.975,0.975,0.975,160.0,0.975,0.0090900240465998
28,0.2,0.0001,tinybert,9,32,150,dereks_desktop,shuffled_data.csv,1690456495_4523401,3:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4827586206896552,0.1728395061728395,0.2545454545454546,81.0,0.4875,1.043966293334961,0.5135135135135135,0.2261904761904762,0.3140495867768595,84.0,0.48125,1.034202218055725,0.9875,0.9404761904761904,0.9634146341463417,84.0,0.9625,0.0608166456222534,1.0,0.9523809523809524,0.975609756097561,84.0,0.975,0.03360366076231,0.9878048780487804,0.9642857142857144,0.9759036144578312,84.0,0.975,0.0254460982978343,0.9761904761904762,0.9761904761904762,0.9761904761904762,84.0,0.975,0.0153499599546194,0.9878048780487804,0.9642857142857144,0.9759036144578312,84.0,0.975,0.0106191989034414,0.9878048780487804,0.9642857142857144,0.9759036144578312,84.0,0.975,0.0115373153239488,0.9876543209876544,0.9523809523809524,0.9696969696969696,84.0,0.96875,0.0099416719749569,0.9759036144578314,0.9642857142857144,0.970059880239521,84.0,0.96875,0.0125251011922955,0.9878048780487804,0.9642857142857144,0.9759036144578312,84.0,0.975,0.0106230080127716
29,0.2,0.0001,tinybert,9,64,200,dereks_desktop,shuffled_data.csv,1690467397_2321904,3:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,159.0,0.503125,1.2065247297286987,0.0,0.0,0.0,159.0,0.503125,1.2021671533584597,0.9745222929936306,0.9622641509433962,0.9683544303797468,159.0,0.96875,0.05216646194458,0.9932885906040269,0.9308176100628932,0.961038961038961,159.0,0.9625,0.03014662489295,1.0,0.8679245283018868,0.9292929292929292,159.0,0.934375,0.0243575051426887,0.9554140127388536,0.9433962264150944,0.949367088607595,159.0,0.95,0.0151733485981822,0.95625,0.9622641509433962,0.9592476489028212,159.0,0.959375,0.0144885452464222,0.9933774834437086,0.9433962264150944,0.967741935483871,159.0,0.96875,0.0126334894448518,1.0,0.9371069182389936,0.9675324675324676,159.0,0.96875,0.0106365820392966,1.0,0.9371069182389936,0.9675324675324676,159.0,0.96875,0.0106343105435371,0.9681528662420382,0.9559748427672956,0.9620253164556962,159.0,0.9625,0.0094676604494452
30,0.2,0.0001,tinybert,9,64,100,dereks_desktop,shuffled_data.csv,1690477628_304856,2:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5373134328358209,0.2155688622754491,0.30769230769230765,167.0,0.49375,0.8152024149894714,0.5679012345679012,0.2875,0.3817427385892116,160.0,0.534375,0.8010849356651306,0.9053254437869822,0.95625,0.9300911854103343,160.0,0.9281250000000001,0.12320692837238312,0.9433962264150944,0.9375,0.9404388714733543,160.0,0.940625,0.0703713670372963,0.949685534591195,0.94375,0.9467084639498432,160.0,0.946875,0.03947420418262482,0.8820224719101124,0.98125,0.9289940828402367,160.0,0.925,0.03133358061313629,0.9022988505747126,0.98125,0.9401197604790418,160.0,0.9375,0.026609992608428,0.9069767441860465,0.975,0.9397590361445783,160.0,0.9375,0.020005570724606514,0.9451219512195121,0.96875,0.95679012345679,160.0,0.95625,0.015187275595963001,0.9867549668874173,0.93125,0.9581993569131833,160.0,0.9593750000000001,0.011941228993237019,0.9668874172185431,0.9125,0.9389067524115755,160.0,0.940625,0.014724940992891788
